Symbol,Name,Sector
SWK,"Stanley Black & Decker",Industrials
SWKS,"Skyworks Solutions Inc","Information Technology"
SWM,Schweitzer-Mauduit,Materials
SWN,"Southwestern Energy Co",Energy
SWS,"SWS Group Inc",Financials
SWX,"Southwest Gas Corp",Utilities
SWY,"Safeway Inc","Consumer Staples"
SXC,"SunCoke Energy Inc.",Materials
SXI,"Standex Intl Corp",Industrials
SXT,"Sensient Technologies Corp",Materials
SYK,"Stryker Corp","Health Care"
SYKE,"Sykes Enterprises Inc",Industrials
SYMC,"Symantec Corp","Information Technology"
SYNA,"Synaptics Inc","Information Technology"
SYY,"Sysco Corp","Consumer Staples"
SZMK,"Digital Generation, Inc.",Services
T,"AT&T Inc","Telecommunications Services"
TAP,"Molson Coors Brewing Co B","Consumer Staples"
TASR,"Taser International Inc.",Industrials
TAYC,"Taylor Capital Group",Financials
TBI,"TrueBlue Inc",Industrials
TCB,"TCF Financial Corp (MN)",Financials
TCBI,"Texas Capital Bancshares Inc.",Financials
TCO,"Taubman Centers Inc.",Financials
TDC,"Teradata Corp","Information Technology"
TDS,"Telephone & Data Systems Inc","Telecommunications Services"
TDW,"Tidewater Inc",Energy
TDY,"Teledyne Technologies Inc",Industrials
TE,"TECO Energy Inc",Utilities
TECD,"Tech Data Corp","Information Technology"
TECH,"Techne Corp","Health Care"
TEG,"Integrys Energy Group Inc",Utilities
TEL,"TE Connectivity Ltd.","Information Technology"
TER,"Teradyne Inc","Information Technology"
TESO,"Tesco Corp.",Energy
TEX,"Terex Corp",Industrials
TFX,"Teleflex Inc","Health Care"
TG,"Tredegar Corp",Industrials
TGI,"Triumph Group Inc",Industrials
TGT,"Target Corp","Consumer Discretionary"
THC,"Tenet Healthcare","Health Care"
THG,"Hanover Insurance Group Inc",Financials
THO,"Thor Industries Inc","Consumer Discretionary"
THOR,"Thoratec Corp","Health Care"
THS,"TreeHouse Foods Inc","Consumer Staples"
TIBX,"TIBCO Software Inc","Information Technology"
TIF,"Tiffany & Co","Consumer Discretionary"
TILE,"Interface Inc A",Industrials
TIME,"Time Inc.","Consumer Discretionary"
TJX,"TJX Cos Inc","Consumer Discretionary"
TKR,"Timken Co",Industrials
TMK,"Torchmark Corp",Financials
TMO,"Thermo Fisher Scientific","Health Care"
TMP,"Tompkins Financial Corporation",Financials
TNC,"Tennant Co.",Industrials
TNGO,"Tangoe Inc.","Information Technology"
TOL,"Toll Brothers Inc","Consumer Discretionary"
TPX,"Tempur-Pedic International Inc.","Consumer Discretionary"
TQNT,"Triquint Semiconductor","Information Technology"
TR,"Tootsie Roll Industries Inc","Consumer Staples"
TRAK,"DealerTrack Holdings","Information Technology"
TRIP,"TripAdvisor Inc.","Consumer Discretionary"
TRMB,"Trimble Navigation Ltd","Information Technology"
TRMK,"Trustmark Corp (MS)",Financials
TRN,"Trinity Industries Inc",Industrials
TROW,"T Rowe Price Group Inc",Financials
TRST,"Trustco Bank Corp (NY)",Financials
TRV,"Travelers Cos Inc",Financials
TSCO,"Tractor Supply Co","Consumer Discretionary"
TSN,"Tyson Foods Inc A","Consumer Staples"
TSO,"Tesoro Corp",Energy
TSRA,"Tessera Technologies",Technology
TSS,"Total System Services Inc","Information Technology"
TTC,"Toro Co",Industrials
TTEC,"TELETECH HOLDINGS INC","Information Technology"
TTEK,"Tetra Tech Inc",Industrials
TTI,"Tetra Technologies Inc",Energy
TTMI,"TTM Technologies Inc","Information Technology"
TTWO,"Take-Two Interactive Software","Information Technology"
TUES,"Tuesday Morning Corp","Consumer Discretionary"
TUP,"Tupperware Corp","Consumer Discretionary"
TW,"Towers Watson & Co",Services
TWC,"Time Warner Cable Inc","Consumer Discretionary"
TWI,"Titan International Inc.",Industrials
TWTC,"tw telecom inc",Technology
TWX,"Time Warner Inc","Consumer Discretionary"
TXI,"Texas Industries Inc",Materials
TXN,"Texas Instruments Inc","Information Technology"
TXRH,"Texas Roadhouse","Consumer Discretionary"
TXT,"Textron Inc",Industrials
TYC,"Tyco Intl",
TYL,"Tyler Technologies Inc","Information Technology"
TYPE,"Monotype Imaging Holdings Inc.","Information Technology"
UA,"Under Armour Inc A","Consumer Discretionary"
UBA,"Urstadt Biddle Prop Inc A",Financials
UBSI,"United Bankshares Inc (WV)",Financials
UCBI,"United Community Banks Inc GA",Financials
UDR,"UDR Inc",Financials
UEIC,"Universal Electronics Inc","Consumer Discretionary"
UFCS,"United Fire & Casualty Co",Financials
UFPI,"Universal Forest Products",Industrials
UFS,"Domtar Corp.",Materials
UGI,"UGI Corp",Utilities
UHS,"Universal Health Services B","Health Care"
UHT,"Universal Health Realty Trust",
UIL,"Uil Holdings Corp",Utilities
UMBF,"UMB Financial Corp",Financials
UMPQ,"Umpqua Hldgs Corp",Financials
UNF,"Unifirst Corp","Consumer Discretionary"
UNFI,"United Natural Foods Inc","Consumer Staples"
UNH,"Unitedhealth Group Inc","Health Care"
UNM,"Unum Group",Financials
UNP,"Union Pacific Corp",Industrials
UNS,"Unisource Energy Co",Utilities
UNT,"Unit Corp",Energy
UPS,"United Parcel Service Inc B",Industrials
URBN,"Urban Outfitters","Consumer Discretionary"
URI,"United Rentals Inc",Industrials
URS,"URS Corp",Industrials
USB,"US Bancorp",Financials
USMO,"USA Mobility Inc","Telecommunications Services"
USTR,"United Stationers Inc",Industrials
UTEK,"Ultratech Stepper Inc","Information Technology"
UTHR,"United Therapeutics Corp","Health Care"
UTI,"Universal Technical Institute","Consumer Discretionary"
UTIW,"UTi Worldwide Inc.",Industrials
UTX,"United Technologies Corp",Industrials
UVE,"Universal Insurance Holdings Inc.",Financials
UVV,"Universal Corp","Consumer Staples"
V,"Visa Inc",Services
VAC,"Marriott Vacations Worldwide Corp.","Consumer Discretionary"
VAL,"Valspar Corp",Materials
VAR,"Varian Medical Systems Inc","Health Care"
VDSI,"VASCO Data Security International, Inc.","Information Technology"
VECO,"Veeco Instruments Inc","Information Technology"
VFC,"VF Corp","Consumer Discretionary"
VIAB,"Viacom Inc B","Consumer Discretionary"
VICR,"Vicor Corp",Industrials
VIVO,"Meridian Bioscience Inc","Health Care"
VLO,"Valero Energy Corp",Energy
VLY,"Valley National Bancorp (NJ)",Financials
VMC,"Vulcan Materials Co",Materials
VMI,"Valmont Industries Inc",Industrials
VNO,"Vornado Realty Trust",Financials
VOXX,"Audiovox Corp A","Consumer Discretionary"
VPFG,"ViewPoint Financial Group, Inc",Financials
VRSN,"VeriSign Inc","Information Technology"
VRTS,"Virtus Investment Partners Inc.",Financials
VRTU,"Virtusa Corp.","Information Technology"
VRTX,"Vertex Pharmaceuticals Inc","Health Care"
VSAT,"ViaSat Inc","Information Technology"
VSH,"Vishay Intertechnology Inc","Information Technology"
VSI,"Vitamin Shoppe Inc.","Consumer Discretionary"
VTR,"Ventas Inc",Financials
VVC,"Vectren Corp",Utilities
VVI,"Viad Corp",Industrials
VZ,"Verizon Communications Inc","Telecommunications Services"
WAB,Wabtec,Industrials
WABC,"Westamerica Bancorporatn (CA)",Financials
WAFD,"Washington Fed Inc",Financials
WAG,"Walgreen Co","Consumer Staples"
WAGE,"WageWorks Inc.",Industrials
WAT,"Waters Corp","Health Care"
WBS,"Webster Financial Corp (CT)",Financials
WCG,"Wellcare Health Plans Inc","Health Care"
WCN,"Waste Connections Inc",Industrials
WDC,"Western Digital Corp","Information Technology"
WDFC,"WD-40 Co","Consumer Staples"
WDR,"Waddell & Reed Finl A",Financials
WEC,"Wisconsin Energy Corp",Utilities
WEN,"Wendy's_Arby's Group Inc","Consumer Discretionary"
WERN,"Werner Enterprises Inc",Industrials
WEX,"WEX Inc.","Information Technology"
WFC,"Wells Fargo & Co",Financials
WFM,"Whole Foods Market Inc","Consumer Staples"
WGL,"WGL Holdings Inc",Utilities
WGO,"Winnebago Industries Inc","Consumer Discretionary"
WHR,"Whirlpool Corp","Consumer Discretionary"
WIBC,"Wilshire Bancorp Inc",Financials
WIN,"Windstream Corp","Telecommunications Services"
WIRE,"Encore Wire Corp",Industrials
WLP,"WellPoint Inc","Health Care"
WM,"Waste Management Inc",Industrials
WMB,"Williams Cos Inc",Energy
WMT,"Wal-Mart Stores","Consumer Staples"
WOOF,"VCA Antech Inc","Health Care"
WOR,"Worthington Industries Inc",Materials
WPG,"Washington Prime Group Inc.",Finance
WPP,"Wausau Paper Corp.",Materials
WPX,"WPX Energy Inc.",Energy
WR,"Westar Energy Inc",Utilities
WRB,"WR Berkley Corp",Financials
WRI,"Weingarten Realty Investors",Financials
WRLD,"World Acceptance Corp",Financials
WSM,"Williams-Sonoma Inc","Consumer Discretionary"
WSO,"Watsco Inc",Industrials
WST,"West Pharmaceutical Services Inc","Health Care"
WTFC,"Wintrust Financial Corp",Financials
WTR,"Aqua America Inc",Utilities
WTS,"Watts Industries Inc A",Industrials
WU,"Western Union Co","Information Technology"
WWAV,"WhiteWave Foods","Consumer Staples"
WWD,"Woodward Governor Co",Industrials
WWW,"Wolverine World Wide Inc","Consumer Discretionary"
WY,"Weyerhaeuser Co",Materials
WYN,"Wyndham Worldwide Corp","Consumer Discretionary"
WYNN,"Wynn Resorts Ltd","Consumer Discretionary"
X,"United States Steel Corp",Materials
XEC,"Cimarex Energy Co",Energy
XEL,"Xcel Energy Inc",Utilities
XL,"XL Group Plc",Financials
XLNX,"Xilinx Inc","Information Technology"
XLS,"Exelis Inc.",Industrials
XOM,"Exxon Mobil Corp",Energy
XOXO,"XO Group, Inc.","Information Technology"
XRAY,"Dentsply Intl","Health Care"
XRX,"Xerox Corp","Information Technology"
XXIA,Ixia,"Information Technology"
XYL,"Xylem Inc.",Industrials
Y,"Alleghany Corp.",Financials
YHOO,"Yahoo Inc","Information Technology"
YUM,"Yum! Brands Inc","Consumer Discretionary"
ZBRA,"Zebra Technologies Corp A","Information Technology"
ZEP,"Zep Inc",Materials
ZEUS,"Olympic Steel",Materials
ZION,"Zions Bancorp (UT)",Financials
ZMH,"Zimmer Holdings Inc","Health Care"
ZQK,"Quiksilver Inc","Consumer Discretionary"
ZTS,"Zoetis Inc.","Health Care"
ZUMZ,Zumiez,"Consumer Discretionary"

